Diagnóstico principal (CIE10MC);Sexo;Motivo del alta;Total
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Hombres;curación o mejoría;23.668
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Hombres;traslado a otros centros;882
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Hombres;fallecimiento;523
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Hombres;otras causas;165
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Mujeres;total;33.521
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Mujeres;curación o mejoría;31.807
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Mujeres;traslado a otros centros;1.061
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Mujeres;fallecimiento;428
0213 Otras neoplasias benignas y neoplasias de comportamiento incierto o desconocido Resto de D00-D49;Mujeres;otras causas;225
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Ambos sexos;total;43.603
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Ambos sexos;curación o mejoría;39.146
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Ambos sexos;traslado a otros centros;2.165
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Ambos sexos;fallecimiento;1.726
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Ambos sexos;otras causas;566
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Hombres;total;21.419
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Hombres;curación o mejoría;19.118
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Hombres;traslado a otros centros;1.101
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Hombres;fallecimiento;906
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Hombres;otras causas;294
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Mujeres;total;22.184
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Mujeres;curación o mejoría;20.029
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Mujeres;traslado a otros centros;1.064
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Mujeres;fallecimiento;820
0300 ENFERMEDADES DE LA SANGRE, DE LOS ÓRGANOS HEMATOPOYTICOS Y CIERTOS TRASTORNOS QUE AFECTAN EL MECANISMO DE LA INMUNIDAD   D50-D89;Mujeres;otras causas;272
0301 Anemias D50-D64;Ambos sexos;total;26.957
0301 Anemias D50-D64;Ambos sexos;curación o mejoría;24.147
0301 Anemias D50-D64;Ambos sexos;traslado a otros centros;1.371
0301 Anemias D50-D64;Ambos sexos;fallecimiento;996
0301 Anemias D50-D64;Ambos sexos;otras causas;443
0301 Anemias D50-D64;Hombres;total;12.850
0301 Anemias D50-D64;Hombres;curación o mejoría;11.447
0301 Anemias D50-D64;Hombres;traslado a otros centros;678
0301 Anemias D50-D64;Hombres;fallecimiento;499
0301 Anemias D50-D64;Hombres;otras causas;226
0301 Anemias D50-D64;Mujeres;total;14.107
0301 Anemias D50-D64;Mujeres;curación o mejoría;12.700
0301 Anemias D50-D64;Mujeres;traslado a otros centros;692
0301 Anemias D50-D64;Mujeres;fallecimiento;497
0301 Anemias D50-D64;Mujeres;otras causas;217
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Ambos sexos;total;16.646
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Ambos sexos;curación o mejoría;14.999
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Ambos sexos;traslado a otros centros;794
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Ambos sexos;fallecimiento;730
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Ambos sexos;otras causas;123
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Hombres;total;8.568
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Hombres;curación o mejoría;7.671
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Hombres;traslado a otros centros;422
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Hombres;fallecimiento;407
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Hombres;otras causas;68
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Mujeres;total;8.078
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Mujeres;curación o mejoría;7.328
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Mujeres;traslado a otros centros;372
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Mujeres;fallecimiento;323
0302 Otras enfermedades de la sangre, de los órganos hematopoyéticos y ciertos trastornos que afectan al mecanismo inmunitario D65-D89;Mujeres;otras causas;55
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Ambos sexos;total;95.934
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Ambos sexos;curación o mejoría;85.154
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Ambos sexos;traslado a otros centros;5.668
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Ambos sexos;fallecimiento;3.855
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Ambos sexos;otras causas;1.258
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Hombres;total;41.757
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Hombres;curación o mejoría;36.368
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Hombres;traslado a otros centros;2.875
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Hombres;fallecimiento;1.757
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Hombres;otras causas;757
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Mujeres;total;54.177
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Mujeres;curación o mejoría;48.786
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Mujeres;traslado a otros centros;2.793
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Mujeres;fallecimiento;2.098
0400 ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS E00-E89;Mujeres;otras causas;501
0401 Diabetes mellitus E08-E13;Ambos sexos;total;33.978
0401 Diabetes mellitus E08-E13;Ambos sexos;curación o mejoría;29.278
0401 Diabetes mellitus E08-E13;Ambos sexos;traslado a otros centros;2.619
0401 Diabetes mellitus E08-E13;Ambos sexos;fallecimiento;1.372
0401 Diabetes mellitus E08-E13;Ambos sexos;otras causas;708
0401 Diabetes mellitus E08-E13;Hombres;total;21.651
0401 Diabetes mellitus E08-E13;Hombres;curación o mejoría;18.778
0401 Diabetes mellitus E08-E13;Hombres;traslado a otros centros;1.654
0401 Diabetes mellitus E08-E13;Hombres;fallecimiento;705
0401 Diabetes mellitus E08-E13;Hombres;otras causas;513
0401 Diabetes mellitus E08-E13;Mujeres;total;12.327
0401 Diabetes mellitus E08-E13;Mujeres;curación o mejoría;10.500
0401 Diabetes mellitus E08-E13;Mujeres;traslado a otros centros;965
0401 Diabetes mellitus E08-E13;Mujeres;fallecimiento;667
0401 Diabetes mellitus E08-E13;Mujeres;otras causas;194
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Ambos sexos;total;61.957
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Ambos sexos;curación o mejoría;55.876
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Ambos sexos;traslado a otros centros;3.048
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Ambos sexos;fallecimiento;2.482
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Ambos sexos;otras causas;551
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Hombres;total;20.106
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Hombres;curación o mejoría;17.590
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Hombres;traslado a otros centros;1.221
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Hombres;fallecimiento;1.052
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Hombres;otras causas;244
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Mujeres;total;41.851
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Mujeres;curación o mejoría;38.285
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Mujeres;traslado a otros centros;1.828
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Mujeres;fallecimiento;1.430
0402 Otras enfermedades endocrinas, nutricionales y metabólicas Resto de E00-E89;Mujeres;otras causas;307
0500 TRASTORNOS MENTALES F01-F99;Ambos sexos;total;121.162
0500 TRASTORNOS MENTALES F01-F99;Ambos sexos;curación o mejoría;95.141
0500 TRASTORNOS MENTALES F01-F99;Ambos sexos;traslado a otros centros;17.164
0500 TRASTORNOS MENTALES F01-F99;Ambos sexos;fallecimiento;1.693
0500 TRASTORNOS MENTALES F01-F99;Ambos sexos;otras causas;7.164
0500 TRASTORNOS MENTALES F01-F99;Hombres;total;60.805
0500 TRASTORNOS MENTALES F01-F99;Hombres;curación o mejoría;46.525
0500 TRASTORNOS MENTALES F01-F99;Hombres;traslado a otros centros;9.186
0500 TRASTORNOS MENTALES F01-F99;Hombres;fallecimiento;855
0500 TRASTORNOS MENTALES F01-F99;Hombres;otras causas;4.240
0500 TRASTORNOS MENTALES F01-F99;Mujeres;total;60.357
0500 TRASTORNOS MENTALES F01-F99;Mujeres;curación o mejoría;48.616
0500 TRASTORNOS MENTALES F01-F99;Mujeres;traslado a otros centros;7.978
0500 TRASTORNOS MENTALES F01-F99;Mujeres;fallecimiento;838
0500 TRASTORNOS MENTALES F01-F99;Mujeres;otras causas;2.925
0501 Demencia F01-F03;Ambos sexos;total;4.993
0501 Demencia F01-F03;Ambos sexos;curación o mejoría;2.809
0501 Demencia F01-F03;Ambos sexos;traslado a otros centros;1.406
0501 Demencia F01-F03;Ambos sexos;fallecimiento;704
0501 Demencia F01-F03;Ambos sexos;otras causas;74
0501 Demencia F01-F03;Hombres;total;2.262
0501 Demencia F01-F03;Hombres;curación o mejoría;1.256
0501 Demencia F01-F03;Hombres;traslado a otros centros;657
0501 Demencia F01-F03;Hombres;fallecimiento;311
0501 Demencia F01-F03;Hombres;otras causas;37
0501 Demencia F01-F03;Mujeres;total;2.731
0501 Demencia F01-F03;Mujeres;curación o mejoría;1.553
0501 Demencia F01-F03;Mujeres;traslado a otros centros;749
0501 Demencia F01-F03;Mujeres;fallecimiento;393
0501 Demencia F01-F03;Mujeres;otras causas;37
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Ambos sexos;total;7.786
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Ambos sexos;curación o mejoría;6.345
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Ambos sexos;traslado a otros centros;730
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Ambos sexos;fallecimiento;66
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Ambos sexos;otras causas;645
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Hombres;total;5.683
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Hombres;curación o mejoría;4.577
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Hombres;traslado a otros centros;541
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Hombres;fallecimiento;57
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Hombres;otras causas;507
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Mujeres;total;2.103
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Mujeres;curación o mejoría;1.767
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Mujeres;traslado a otros centros;189
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Mujeres;fallecimiento;9
0502 Trastornos mentales y del comportamiento debidos al uso de alcohol F10;Mujeres;otras causas;138
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Ambos sexos;total;8.350
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Ambos sexos;curación o mejoría;6.421
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Ambos sexos;traslado a otros centros;733
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Ambos sexos;fallecimiento;37
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Ambos sexos;otras causas;1.158
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Hombres;total;6.383
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Hombres;curación o mejoría;4.865
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Hombres;traslado a otros centros;570
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Hombres;fallecimiento;26
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Hombres;otras causas;921
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Mujeres;total;1.967
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Mujeres;curación o mejoría;1.556
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Mujeres;traslado a otros centros;163
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Mujeres;fallecimiento;11
0503 Trastornos mentales y del comportamiento debidos al uso de otras sustancias psicoactivas F11-F19;Mujeres;otras causas;237
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Ambos sexos;total;33.990
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Ambos sexos;curación o mejoría;25.258
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Ambos sexos;traslado a otros centros;6.513
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Ambos sexos;fallecimiento;215
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Ambos sexos;otras causas;2.004
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Hombres;total;20.644
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Hombres;curación o mejoría;15.014
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Hombres;traslado a otros centros;4.113
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Hombres;fallecimiento;121
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Hombres;otras causas;1.395
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Mujeres;total;13.347
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Mujeres;curación o mejoría;10.244
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Mujeres;traslado a otros centros;2.400
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Mujeres;fallecimiento;94
0504 Esquizofrenia, trastornos esquizotípicos y trastornos delirantes F20-F29;Mujeres;otras causas;609
0505 Trastornos del humor (afectivos)  F30-F39;Ambos sexos;total;25.861
0505 Trastornos del humor (afectivos)  F30-F39;Ambos sexos;curación o mejoría;21.388
